Fid,track_name,size_bytes,rating_count_tot,rating_count_ver,user_rating,user_rating_ver,ver,cont_rating,prime_genre,sup_devices.num,ipadSc_urls.num,lang.num,vpp_lic,Development_Duration,Label
180.149.153.234-10.42.0.211-80-39998-6,マクドナルド - McDonald's Japan,61166592,10,0,3,0,4.0.12,4+,Food & Drink,38,0,1,1,128,1
180.149.136.194-10.42.0.211-443-40291-6,SkyView® Free - Explore the Universe,87593984,4188,602,4.5,4.5,3.5.1,4+,Education,37,5,1,1,265,0
10.42.0.211-76.13.28.196-39700-443-6,搜房网房天下-新房二手房租房交易平台,156446720,89,0,4,0,8.4.3,4+,Lifestyle,37,3,3,1,62,0
10.42.0.151-52.84.142.16-47986-443-6,WordFoto,5800960,513,10,4,3.5,1.1.1,4+,Photo & Video,38,5,1,1,96,1
10.42.0.211-66.198.24.225-58096-443-6,IRS2Go,10110976,1329,47,3,3,5.3.1,17+,Finance,37,4,2,1,265,1
180.163.255.159-10.42.0.211-80-52116-6,手机京东-首次购买可领取188元优惠券,242618368,361,4,3.5,1.5,6.1.0,17+,Shopping,38,0,2,1,1067,1
172.217.6.238-10.42.0.42-443-35433-6,搜狐视频HD-欢乐颂2 全网首播,79696896,3768,5,4,3,6.6,17+,Entertainment,24,5,1,1,70,1
10.42.0.211-123.125.29.220-55281-80-6,WeChat,182624256,34584,100,4.5,4,6.5.8,12+,Social Networking,38,4,21,1,192,1
10.42.0.211-103.235.46.39-51713-80-6,QQ音乐-来这里“发现・音乐”,154551296,745,7,3.5,5,7.5,4+,Music,37,0,3,1,96,0
10.42.0.42-23.206.125.17-39542-80-6,Google Translate,65281024,26786,27,3.5,4.5,5.10.0,4+,Reference,37,5,59,1,2729,1
10.42.0.151-52.84.64.213-49594-443-6,Pocket Casts,48323584,1911,39,4,4.5,6.7.1,9+,News,37,5,1,1,96,0
10.42.0.151-31.13.80.5-48569-443-6,The Lost City,106427392,1393,33,4.5,4.5,1.09,4+,Games,40,5,16,1,2876,0
216.58.217.100-10.42.0.151-443-59609-6,Tasty Planet,22515712,430,35,4.5,4.5,1.6,9+,Games,43,0,1,1,77,0
10.42.0.151-10.42.0.1-11637-53-17,Feed the Head,18358272,193,40,4.5,4,2.1,4+,Games,38,5,1,1,424,0
172.217.11.10-10.42.0.151-443-34857-6,ContactsBook -AddressBook Organizer,7100416,7,1,4.5,4,1.15.1,4+,Utilities,37,0,2,1,57,1
208.80.154.224-10.42.0.211-80-50785-6,安居客-二手房、新房、租房的找房助手,107184128,84,0,4.5,0,10.7,4+,Lifestyle,37,5,2,1,123,1
151.101.45.140-10.42.0.211-443-34476-6,"汽车之家-提供新车,二手车报价及资讯",54815744,116,3,4,5,3.8.5,17+,Lifestyle,24,5,1,1,96,0
172.217.9.238-10.42.0.151-443-41409-6,PhotoSync – transfer and backup photos & videos,65495040,4352,33,4.5,5,3.2,4+,Photo & Video,37,5,8,1,106,0
216.58.219.202-10.42.0.211-443-40904-6,My Verizon,150791168,126948,107245,4.5,4.5,5.10.0,4+,Utilities,37,3,2,1,723,0
10.42.0.211-10.42.0.1-17438-53-17,Meitu,142101504,6478,21,5,5,6.7.0,4+,Photo & Video,37,0,5,1,192,1
10.42.0.211-103.235.46.211-37397-80-6,Talking Ben the Dog for iPad,78565376,31116,77,4,4.5,3.4.1,4+,Entertainment,24,5,13,1,113,1
175.100.207.233-10.42.0.211-443-37804-6,中国联通手机营业厅客户端(官方版),78774272,248,1,3,1,5.3,4+,Utilities,38,0,2,1,73,1
10.42.0.151-10.42.0.1-18761-53-17,Bodyweight Training: You Are Your Own Gym,425657344,3326,289,5,5,4.5.3,9+,Health & Fitness,38,5,5,1,848,0
10.42.0.211-98.139.183.24-55771-80-6,唯品会-欢乐颂2独家电商 同款热卖,160313344,100,0,4.5,0,6.1.2,12+,Shopping,38,0,1,1,65,0
174.129.32.118-10.42.0.211-443-36751-6,GMX Mail,100336640,102,1,4.5,5,6.2,4+,Productivity,37,5,2,1,96,0
183.79.249.252-10.42.0.42-443-39810-6,Talking Carl,64342016,3662,37,4.5,4,9,4+,Entertainment,37,5,8,1,96,1
10.42.0.42-104.254.66.16-38129-80-6,Tiny Wings,30252032,219418,328,4.5,4.5,2.2,4+,Games,37,0,6,1,172,1
10.42.0.211-66.198.24.250-49701-80-6,NOAA Weather Alerts - Severe Weather Push Notifications & Warnings,10514432,2293,399,4.5,4,4.2,4+,Weather,40,0,1,1,499,1
10.42.0.1-10.42.0.42-53-19286-17,"Bleacher Report: Sports news, scores, & highlights",85283840,16979,183,4.5,4,5.1,12+,Sports,37,0,8,1,244,0
172.217.10.42-10.42.0.211-443-48125-6,TuneIn Radio - MLB NBA Audiobooks Podcasts Music,101735424,110420,370,4.5,4.5,11.9,12+,Music,37,4,14,1,399,1
10.42.0.151-42.56.79.30-49954-80-6,iTheme - Themes for iPhone and iPad,52618240,4719,61,4,4.5,5.1,4+,Lifestyle,37,5,23,1,66,1
172.217.10.234-10.42.0.151-443-58873-6,Bitauto Autoprice,79730688,157,0,5,0,7.6,17+,Utilities,38,0,3,1,293,1
10.42.0.211-69.147.82.61-46971-443-6,"Math Fact Master: Addition, Subtraction, Multiplication, and Division",8029184,1537,159,4.5,4,5,4+,Education,37,5,1,1,166,0
172.217.10.46-10.42.0.151-443-41156-6,Lieferando.de,31544320,29,1,3.5,5,3.6.9,4+,Food & Drink,38,0,2,1,136,1
202.77.129.150-10.42.0.211-443-35599-6,万年历-值得信赖的日历黄历查询工具,112928768,2270,4,4.5,5,4.5.6,12+,Utilities,38,4,3,1,225,0
10.42.0.211-123.125.29.138-41978-80-6,Temple Run,65921024,1724546,3842,4.5,4,1.6.2,9+,Games,40,5,1,1,159,0
172.217.10.129-10.42.0.211-443-39645-6,Angry Birds Rio,138319872,170843,123,4.5,4,2.6.6,4+,Games,40,0,1,1,1485,1
172.217.9.238-10.42.0.211-443-49125-6,Angry Birds Rio HD,226899968,70122,251,4.5,4,2.6.6,4+,Games,24,5,1,1,96,1
172.217.10.142-10.42.0.151-443-57576-6,My Baby's Beat - Prenatal Listener,70041600,1887,75,3,3.5,3.08,4+,Lifestyle,37,4,4,1,96,0
10.42.0.211-52.84.139.108-46611-80-6,My Horse,301896704,293857,249,4.5,4,1.30.0,4+,Games,40,5,8,1,212,1
198.11.189.16-10.42.0.211-443-42583-6,iStatVball 2 iPad Edition,15154176,193,0,4.5,0,2.18.2,4+,Sports,24,4,1,1,63,1
10.42.0.151-10.42.0.1-5173-53-17,Magic Piano by Smule,55030784,131695,1102,4.5,4,8.3.1,4+,Music,37,5,12,1,106,0
172.217.10.3-10.42.0.151-443-55011-6,DIRECTV App for iPad,209462272,47506,30,3.5,4,4.9.705,4+,Entertainment,24,5,1,1,326,1
10.42.0.211-36.110.210.167-48473-80-6,PodCruncher podcast app - Player and manager for podcasts,6615040,2261,689,4.5,4,3.2,4+,News,38,0,1,1,80,0
10.42.0.151-10.42.0.1-12123-53-17,Shell Shock 1.5,46864078,26,26,3,3,1.5,4+,Games,26,5,1,1,363,0
10.42.0.211-64.71.142.124-41056-80-6,Talking Tom Cat 2 for iPad,73111552,56399,98,4,4,5.2.2,4+,Entertainment,24,5,13,1,192,1
10.42.0.211-10.42.0.1-3243-53-17,MTV,113787904,5987,97,2.5,2,4.0.0,12+,Entertainment,37,5,1,1,96,1
172.217.10.106-10.42.0.211-443-53471-6,Tiny Tower - Free City Building,124720128,414803,4536,4.5,4.5,3.3.12,12+,Games,38,4,1,1,300,0
10.42.0.211-10.42.0.1-29628-53-17,"Gmail - email by Google: secure, fast & organized",236067840,135962,677,4,4.5,5.0.170507,4+,Productivity,37,5,56,1,183,0
10.42.0.211-104.192.110.245-53749-443-6,OneCam,4324352,0,0,0,0,5.7.0,4+,Photo & Video,37,0,2,1,53,0
140.205.164.47-10.42.0.42-443-43123-6,美团 - 吃喝玩乐全都有,224955392,549,2,4.5,5,8.1.0,4+,Lifestyle,37,5,2,1,59,1
10.42.0.211-10.42.0.1-65199-53-17,Chess Pro - with coach,43033600,10619,893,5,5,2017.01,4+,Games,37,5,3,1,54,0
172.217.10.77-10.42.0.151-443-47158-6,NCAA March Madness Live - Men's College Basketball,113078272,13572,55,3,2.5,7.0.4,4+,Sports,37,5,1,1,96,0
174.35.73.174-10.42.0.211-80-35250-6,Catholic New American Bible Revised Edition,60426240,149,0,3.5,0,7.5,4+,Reference,37,5,1,1,398,0
10.42.0.151-31.13.71.37-40262-443-6,Planimeter - Measure Land Area and Distance on a Map,14495744,249,83,4.5,4,3.5,4+,Productivity,38,5,6,1,3193,1
172.217.10.74-10.42.0.151-443-56050-6,中国工商银行,86083584,152,0,2.5,0,3.0.0.7.1,12+,Finance,38,0,1,1,369,0
182.22.24.124-10.42.0.211-443-33030-6,Bumpy Road,30275615,1073,186,4,4,2.2,4+,Games,43,5,6,1,61,0
203.205.191.22-10.42.0.151-80-41134-6,Dude Perfect,140165120,9763,1556,4.5,4.5,1.1.5,4+,Games,43,0,1,1,422,0
174.129.32.118-10.42.0.211-443-58108-6,Countdown‼ (Event Reminders and Timer),81287168,60490,1102,4,4,4.2.5,4+,Lifestyle,37,1,22,1,96,0
172.217.10.74-10.42.0.151-443-35416-6,Dude Perfect HD,139853824,2552,1041,4.5,4.5,1.1.5,4+,Games,26,5,1,1,372,0
10.42.0.1-10.42.0.42-53-20567-17,FINAL FANTASY III,290695168,1378,17,4.5,3.5,1.7.5,9+,Games,40,0,8,1,57,0
10.42.0.151-108.168.180.104-36381-5222-6,苏宁易购-新人专享大礼包,185606144,38,0,3,0,5.2.5,17+,Shopping,38,0,1,1,1489,0
192.229.173.173-10.42.0.42-80-51965-6,SPIEGEL ONLINE - Nachrichten,31635456,299,29,4.5,5,3.1.5,12+,News,37,5,2,1,249,0
172.217.10.74-10.42.0.151-443-57211-6,Superbrothers: Sword & Sworcery EP,212580352,5362,68,4.5,4,1.16,12+,Games,37,3,2,1,5456,0
10.42.0.211-10.42.0.1-59274-53-17,"Procreate – Sketch, paint, create.",132968448,6109,356,4.5,4.5,3.2.1,4+,Entertainment,24,5,13,1,529,0
10.42.0.211-31.13.69.203-33969-443-6,网易新闻 - 精选好内容，算出你的兴趣,133134336,4263,6,4.5,1,23.2,17+,News,37,4,2,1,658,1
172.217.6.234-10.42.0.151-443-55980-6,Tiny Planet Photos and Video,84909056,714,8,4,4,6.3.0,4+,Photo & Video,37,5,7,1,96,1
172.217.10.8-10.42.0.151-443-58329-6,Touchgrind BMX,194308096,3170,4,4,3,1.6.1,4+,Games,37,5,9,1,192,1
219.142.78.162-10.42.0.211-80-54686-6,QQ浏览器HD-极速搜索浏览器,82982912,936,4,4,4,5.8.2,17+,Utilities,24,5,1,1,2001,0
10.42.0.211-23.23.199.129-33664-443-6,QR Reader for iPad,55071744,1341,63,4,4,4,9+,Utilities,24,5,29,1,271,0
10.42.0.42-66.198.24.224-51856-443-6,NBA JAM by EA SPORTS™ for iPad,415420416,4934,164,4,4,1.1.36,4+,Games,24,5,8,1,2344,0
10.42.0.42-91.190.216.53-54674-12350-6,Toca Hair Salon,51366912,9649,29,4,3.5,1.2.7,4+,Education,40,5,1,1,285,0
10.42.0.151-121.12.98.64-59109-80-6,Showroomprive - Private Fashion Sales,31230976,11,0,4,0,8.4,12+,Shopping,37,5,8,1,57,0
157.240.18.19-10.42.0.42-443-43261-6,Bloons TD 4 HD,164235264,2493,13,4,4,3.0.4,4+,Games,24,5,1,1,2736,1
157.240.2.20-10.42.0.151-443-39010-6,Elmo Loves ABCs for iPad,742145024,1888,26,3.5,3.5,3.5.4,4+,Games,24,5,1,1,96,0
172.217.6.195-10.42.0.151-443-35178-6,Forbidden Island,149715968,923,48,4.5,4,2.1,9+,Games,24,5,12,1,220,1
10.42.0.151-121.12.98.64-33802-80-6,1号店-全球超市 轻松到家,80944128,65,1,3.5,1,5.0.0,17+,Shopping,37,5,1,1,106,0
183.79.250.123-10.42.0.211-443-60634-6,"易到 - 低价专车,高品质出行",74724352,115,1,2,1,8.0.1,4+,Travel,37,0,2,1,363,0
10.42.0.211-10.42.0.1-13482-53-17,"Expedia Hotels, Flights & Vacation Package Deals",125872128,10278,112,3.5,4.5,17.21,4+,Travel,37,5,19,1,57,0
174.35.73.71-10.42.0.42-80-39413-6,YY- 小全民手机直播交友软件,165367808,624,4,4,5,6.3.8,17+,Social Networking,37,0,2,1,658,0
182.22.24.124-10.42.0.211-443-45685-6,"ooVoo – Free Video Call, Text and Voice",113510400,177501,1014,4.5,4.5,3.1.6,4+,Social Networking,37,5,21,1,96,1
10.42.0.211-115.239.210.141-56029-443-6,Virtual Villagers 4: The Tree of Life,36686604,500,479,4,4,1.0.1,9+,Games,47,0,1,1,106,1
208.80.154.224-10.42.0.151-443-56520-6,WatchESPN,33714176,159735,2556,4,4.5,1.9.9,4+,Sports,37,2,1,1,96,1
172.217.6.238-10.42.0.151-443-37351-6,Pinterest,74778624,1061624,1814,4.5,4,6.26,12+,Social Networking,37,5,27,1,278,0
172.217.6.193-10.42.0.151-443-37587-6,iFunny :),66599936,98344,877,3.5,4.5,4.6.8,17+,Entertainment,37,2,2,1,747,1
10.42.0.211-106.39.162.36-47022-80-6,HBO GO,41109504,26278,9,3,3,10.1.0,17+,Entertainment,37,5,1,1,8696,0
10.42.0.211-10.42.0.1-48987-53-17,Flashlight ！,14336000,35769,21,4.5,2,2.6,4+,Utilities,37,1,1,1,79,0
203.205.179.170-10.42.0.211-80-56280-6,DEATHSMILES,519446528,540,48,4.5,5,1.0.19,12+,Games,43,0,2,1,1625,0
10.42.0.211-104.97.95.172-45768-80-6,QQ音乐HD,139457536,224,4,3.5,5,5.3.1,4+,Music,24,5,3,1,192,1
220.243.205.152-10.42.0.42-80-57633-6,Talking Pierre the Parrot for iPad,60313600,11665,364,4,4.5,3.3.1,4+,Entertainment,24,5,13,1,1234,0
216.58.219.227-10.42.0.42-443-59572-6,Photon Flash Player for iPad - Flash Video & Games plus Private Web Browser,35695616,20951,935,4,4,6.2,17+,Utilities,26,5,10,1,96,0
10.42.0.151-104.193.88.109-56820-80-6,Rota Calendar - Work Shift Manager,1824768,43,24,4.5,4.5,7.3,4+,Productivity,37,0,1,1,289,0
10.42.0.1-10.42.0.42-53-2704-17,Site Audit Pro,54476800,125,3,4,4.5,5.7.6,4+,Productivity,37,5,1,1,1020,0
10.42.0.211-31.13.71.1-34168-443-6,It's Tyrannosaurus Rex - Smithsonian Institution,29496320,92,1,4.5,5,2.6.1,4+,Book,37,4,1,1,53,0
203.205.147.229-10.42.0.211-80-56215-6,FINAL FANTASY III for iPad,283656192,857,14,4,4,1.6.4,9+,Games,24,5,8,1,1616,0
172.217.11.10-10.42.0.151-443-35897-6,True Red Eye Remover HD-Face Recovery,4511744,528,379,4,4,2.9,4+,Photo & Video,40,0,1,1,192,0
169.45.248.101-10.42.0.151-5222-45490-6,Tikal,27049083,626,435,4.5,4.5,1.2,4+,Games,47,5,1,1,272,0
10.42.0.211-10.42.0.1-18521-53-17,美丽说-潮流穿搭快人一步,143117312,1026,0,4.5,0,9.1.0,17+,Shopping,37,0,4,1,0,0
8.0.6.4-8.6.0.1-0-0-0,"Phone Drive - File Manager, Browser & Explorer",19738624,1403,121,4.5,4.5,6.3.9,17+,Utilities,38,5,15,1,1509,0
10.42.0.211-111.1.17.152-55060-8077-6,Fake Location,6228992,117,7,1,1,3.1,4+,Social Networking,37,5,13,1,276,1
10.42.0.42-104.97.95.172-59566-80-6,Summer Games 3D,99463168,193,1,3.5,4,2.3,4+,Games,37,5,1,1,77,1
10.42.0.211-50.18.185.97-52767-443-6,Classic Explain Everything™,123312128,896,0,4,0,3.46,4+,Education,37,5,17,1,182,0
10.42.0.211-104.88.106.16-54096-80-6,The JMU Bus App,4427776,35,0,3,0,3.1.2,4+,Navigation,38,0,1,1,96,1
10.42.0.151-74.125.22.139-48577-443-6,ROBLOX,115178496,183621,300,4.5,4.5,2.293.126451,12+,Games,37,5,1,1,1996,0
198.105.244.11-10.42.0.151-80-48875-6,Pocket Academy,192954368,616,12,4.5,4,2.01,4+,Games,38,5,5,1,56,1
10.42.0.151-10.42.0.1-64850-53-17,知乎,149436416,397,0,3,0,3.52.1,17+,Social Networking,37,5,1,1,713,1
222.73.28.96-10.42.0.211-80-45278-6,プチ・ロワイヤル仏和辞典（第4版）・和仏辞典（第3版）,205664256,0,0,0,0,2.4,9+,Reference,37,5,2,1,75,0
201.92.16.176-10.42.0.151-33827-43477-17,Round1 お得なクーポン毎週配信！,5999616,0,0,0,0,3.9,17+,Sports,40,5,2,1,80,0
10.42.0.211-23.21.95.195-56350-443-6,Ticket to Ride,345904128,4866,64,4.5,3,2.4.1,4+,Games,40,5,3,1,428,0
10.42.0.211-10.42.0.1-43702-53-17,Dice With Buddies: Fun New Social Dice Game,409732096,20355,23,4.5,4.5,4.30.5,4+,Games,37,5,1,1,78,0
10.42.0.42-104.192.110.245-35948-80-6,Money Origami - Learn How to Fold Money,15350784,6,0,3.5,0,4.1.0,4+,Reference,37,5,2,1,192,0
10.42.0.211-54.192.38.65-58614-443-6,"Cloud Baby Monitor ~ Video, Audio, Unlimited Range",62913536,1855,131,4.5,4.5,4.0.2,4+,Lifestyle,38,5,1,1,268,1
10.42.0.211-47.88.68.21-44484-443-6,STREET FIGHTER IV VOLT,947195904,9741,924,4.5,4,1.05.02,12+,Games,40,0,3,1,276,1
184.72.52.0-10.42.0.211-443-46621-6,FL Studio Mobile,791146496,818,9,3.5,2.5,3.1.50,4+,Music,37,5,1,1,96,0
10.42.0.211-10.42.0.1-3975-53-17,Qzone HD,30027776,458,26,3.5,3,4.1.4.1,4+,Social Networking,26,5,2,1,73,0
10.42.0.211-77.234.41.79-45071-443-6,PicFrame,36758528,6374,66,4.5,5,9.7.2,4+,Photo & Video,37,5,21,1,347,1
209.85.232.188-10.42.0.151-5228-58243-6,Bank of America - Mobile Banking for iPad,114268160,7569,31,3.5,3,7.3.8,4+,Finance,24,5,1,1,355,1
10.42.0.211-114.134.80.163-40774-80-6,Nyan Cat: Lost In Space,96872448,76392,700,4.5,4.5,9,4+,Games,37,5,1,1,212,1
140.205.230.8-10.42.0.42-80-44645-6,ZOOKEEPER　DX,28983296,274,24,3.5,3.5,1.0.7,4+,Games,43,4,3,1,1305,1
172.217.10.65-10.42.0.211-443-46046-6,Fishing Kings Free+,610881536,35058,7453,4.5,4.5,1.0.6,4+,Games,40,5,12,1,159,1
180.149.138.210-10.42.0.151-80-46160-6,"Werewolf ""Nightmare in Prison""",17530880,78,0,4.5,0,8.6,12+,Games,37,0,2,1,96,1
172.217.12.168-10.42.0.211-443-53542-6,"PhotoToaster - Photo Editor, Filters, Effects and Borders",58143744,4748,391,5,5,6.7.5,4+,Photo & Video,37,5,1,1,96,0
10.42.0.1-10.42.0.42-53-35239-17,Bike Baron,183046144,12162,57,4.5,4.5,3.9.1,4+,Games,40,5,1,1,2285,0
209.10.120.26-10.42.0.211-80-43355-6,Moji Weather - Free Weather Forecast,86968320,2333,0,4.5,0,7.0.0,4+,Weather,38,0,3,1,96,0
10.42.0.42-119.146.74.34-52569-80-6,京东 HD,114121728,150,0,4,0,4.1.0,17+,Shopping,24,4,1,1,529,1
10.42.0.211-104.192.110.245-53232-443-6,Toca Robot Lab,64152576,1006,17,4,4,1.2.3,4+,Education,40,5,1,1,57,1
172.217.6.227-10.42.0.211-443-45594-6,Viator Tours & Activities,79013888,1839,174,4.5,4,5.5.0,12+,Travel,37,5,1,1,506,1
10.42.0.211-104.88.106.21-36787-80-6,Lookout: Security and Identity Theft Protection,65608704,2661,41,4,3.5,5.1.1,4+,Utilities,37,1,8,1,769,0
10.42.0.211-10.42.0.1-65029-53-17,PBS KIDS Video,57694208,8651,23,3.5,3.5,3.0.5,4+,Education,37,5,1,1,96,1
180.149.153.234-10.42.0.211-80-38431-6,LetterSchool - learn to write letters and numbers,47030272,460,72,4.5,3.5,1.1,4+,Education,40,5,1,1,192,0
10.42.0.42-23.194.140.226-54739-80-6,Kurumaki Calendar -month scroll calendar-,7558144,34,6,5,5,2.6,4+,Productivity,37,0,31,1,54,0
10.42.0.211-10.42.0.1-25591-53-17,Building Parallel Circuits,31744669,32,7,3.5,3,1.3.1,4+,Education,26,3,1,1,772,0
180.163.255.159-10.42.0.211-80-52591-6,HappyCow Vegan / Vegetarian Restaurant Guide,35261440,863,12,4.5,5,3.7.1,12+,Travel,37,3,11,1,96,1
222.73.28.96-10.42.0.151-80-55680-6,Building Serial Circuits,21462305,23,2,4,3.5,1.3.1,4+,Education,26,3,1,1,192,1
219.142.78.162-10.42.0.151-443-46188-6,Superimpose,25382912,2965,205,4.5,5,6.2,4+,Photo & Video,37,5,8,1,60,0
220.243.219.55-10.42.0.211-80-54773-6,ComicBook!,92432384,3702,112,4.5,4.5,2.1.1,9+,Photo & Video,37,4,1,1,192,0
10.42.0.151-10.42.0.1-59760-53-17,Jelly Defense,299294720,5058,363,4.5,4.5,1.21,4+,Games,38,5,1,1,1110,0
216.58.217.163-10.42.0.211-443-32806-6,Learn to Speak Italian Fast With MosaLingua,43553792,0,0,0,0,9.2,12+,Education,38,5,5,1,106,0
202.77.129.150-10.42.0.151-80-39358-6,Domino's Pizza USA,105743360,258624,2481,5,4.5,4.2.0,4+,Food & Drink,37,5,2,1,395,1
172.217.12.129-10.42.0.211-443-45900-6,Junk Jack Retro,33743872,8632,62,4.5,4,1.3.1,9+,Games,38,5,1,1,318,1
10.42.0.211-10.42.0.1-52735-53-17,FiLMiC Pro,125991936,1478,18,3,4.5,6.0.3,4+,Photo & Video,37,5,1,1,106,1
172.217.10.2-10.42.0.211-443-47218-6,AliExpress Shopping App,133053440,10647,185,4,4.5,5.2.7,12+,Shopping,37,0,18,1,53,0
10.42.0.151-10.42.0.1-10322-53-17,搜狐新闻—新闻热点资讯掌上阅读软件,136421376,383,0,4.5,0,5.8.9,17+,News,38,0,1,1,1022,1
172.217.7.227-10.42.0.42-443-57012-6,ZDFmediathek,67734528,320,1,3.5,3,4.2.1,4+,Entertainment,37,5,1,1,48,1
10.42.0.42-27.221.28.204-39672-80-6,Digital Domain,13512704,102,0,2,0,3.0.4,9+,Photo & Video,37,4,9,1,53,1
10.42.0.211-106.11.92.1-48378-443-6,SayHi Translate,26569728,8623,292,4.5,5,3.9.12,4+,Business,37,4,35,1,71,0
10.42.0.151-36.110.213.49-37843-80-6,Tank Hero,16048128,14361,918,4.5,4.5,1.1.4,9+,Games,43,0,1,0,1623,0
222.73.28.96-10.42.0.211-80-40286-6,聚力视频-蓝光电视剧电影在线热播,99607552,1670,4,4.5,4,6.4.16,12+,Entertainment,38,0,1,1,57,1
203.205.158.63-10.42.0.151-80-56747-6,TextGrabber – image to text: OCR & translate photo,134786048,1153,39,4,4,5.5.4,4+,Productivity,37,5,11,1,544,0
10.42.0.211-106.11.14.99-50673-443-6,淘宝HD－Taobao for iPad,119247872,1103,54,3.5,4.5,5.0.1,4+,Shopping,24,5,2,1,336,1
209.15.224.11-10.42.0.211-443-39078-6,Timenote,4849664,11,5,4.5,5,2.6,4+,Business,43,0,2,1,512,1
172.217.10.10-10.42.0.42-443-58004-6,Snapseed,141322240,8683,98,4,4.5,2.17,4+,Photo & Video,37,3,34,1,106,0
182.254.5.234-10.42.0.42-80-45290-6,北京浮生记,1532640,44,21,4.5,4.5,1.2.1,17+,Games,43,0,2,1,1077,1
10.42.0.211-54.192.38.236-54579-443-6,My PlayHome,225615872,3523,181,4.5,4.5,3.1.1,4+,Entertainment,43,5,18,1,413,1
216.58.219.196-10.42.0.211-443-60644-6,腾讯手机管家-拦截骚扰电话的QQ安全助手,60549120,527,1,4,1,7,4+,Utilities,37,0,1,1,3173,1
10.42.0.211-74.6.105.9-45678-443-6,5K Runner: 0 to 5K Run Trainer. Couch potato to 5K,84338688,10368,1051,5,5,7.3,4+,Health & Fitness,37,5,31,1,96,0
10.42.0.151-52.88.110.117-47506-443-6,Magic Jigsaw Puzzles,235259904,187666,1263,4.5,4.5,2.11.1,4+,Games,37,5,10,1,772,0
172.217.10.46-10.42.0.151-443-49578-6,DragonVale,153074688,503230,282,4.5,4.5,3.15.0,4+,Games,37,5,10,1,80,1
10.42.0.211-98.139.180.180-51618-443-6,SHADOWGUN,517828608,4513,95,4,4.5,1.6.0,12+,Games,43,5,1,1,423,0
10.42.0.151-10.42.0.1-5310-53-17,PlayerXtreme Media Player PRO - Movies & streaming,99442688,125,6,3.5,2,7.0.8,4+,Utilities,37,5,2,1,384,1
198.105.244.11-10.42.0.151-80-48969-6,Lieferheld - Delicious food delivery service,46147584,29,1,4.5,5,3.3.9,12+,Food & Drink,38,0,2,1,61,1
10.42.0.151-10.42.0.1-5351-40157-17,Kwai - Share your video moments,91466752,668,4,4.5,5,4.99.6,17+,Photo & Video,38,0,11,1,236,1
10.42.0.211-10.42.0.1-42978-53-17,ibis Paint - speed painting,31885312,112,1,4.5,5,5.0.1,12+,Entertainment,37,5,19,1,1452,1
180.149.134.221-10.42.0.211-80-42281-6,360手机卫士-超安全的来电防骚扰助手,103390208,944,0,4,0,8.0.2,4+,Utilities,37,0,2,1,106,0
10.42.0.151-40.69.150.36-55177-443-6,"Photo Lab: Picture Editor, effects & fun face app",102964224,34585,34,4.5,4.5,2.8.24,12+,Photo & Video,37,5,10,1,96,1
10.42.0.211-111.202.114.77-56144-443-6,ConjuVerb - Spanish Verb Conjugation Helper,49025024,406,62,4.5,4.5,2.2,4+,Education,40,5,1,1,75,0
10.42.0.211-63.250.200.101-47403-443-6,Skype for iPad,129096704,60163,104,4,4.5,6.35.1,4+,Social Networking,24,5,32,1,77,0
150.138.170.22-10.42.0.211-443-59653-6,Book Creator for iPad,86345728,415,2,4,3,5.1.1,4+,Education,24,5,11,1,791,1
10.42.0.151-52.84.1.143-49721-443-6,Modern Combat 3: Fallen Nation,1978085376,23766,582,4.5,4.5,1.5.0,17+,Games,43,5,12,1,192,1
172.217.11.14-10.42.0.151-443-33549-6,Toca Store,69277696,1595,28,4,3.5,1.1.5,4+,Education,40,5,18,1,106,1
172.217.10.67-10.42.0.42-443-46346-6,NBC – Watch Now and Stream Full TV Episodes,135252992,55950,248,4,3.5,4.8.0,12+,Entertainment,37,5,1,1,219,0
184.169.166.225-10.42.0.211-443-58401-6,CCW – Concealed Carry 50 State Guide,22264832,644,45,5,4.5,3.3,12+,Reference,40,5,1,1,96,0
172.217.9.227-10.42.0.151-443-56530-6,TOEIC®テスト文法640問1,10928128,0,0,0,0,1.0.23,4+,Education,37,5,1,1,460,0
10.42.0.211-10.42.0.1-26036-53-17,"Camera360 - Selfie Filter Camera, Photo Editor",161159168,16729,2,4.5,4.5,8.5.6,12+,Photo & Video,37,0,12,1,80,0
172.217.6.225-10.42.0.211-443-54835-6,Hotspot Shield Free VPN Proxy & Wi-Fi Privacy,72476672,32499,438,4.5,4.5,3.7.5,4+,Productivity,37,5,11,1,60,0
10.42.0.151-10.42.0.1-4267-53-17,Racing Penguin Free - Top Flying and Diving Game,79857664,141224,1909,4.5,4.5,5.8.6,4+,Games,38,5,1,1,71,0
10.42.0.211-10.42.0.1-48859-53-17,"Fitness Buddy+ Gym Workout Exercise, Home Trainer",224675840,10386,58,4.5,4,5.86,4+,Health & Fitness,37,0,31,1,336,1
10.42.0.211-10.42.0.1-20673-53-17,LINE,212208640,11437,11,3.5,3,7.5.0,4+,Social Networking,37,5,17,1,362,0
172.217.10.42-10.42.0.211-443-52822-6,驴妈妈旅游-订景点门票机票火车票特价酒店,145368064,30,0,5,0,7.9.6,4+,Travel,37,5,1,1,286,1
10.42.0.211-31.13.80.52-57396-443-6,Calculator for iPad Free.,48484352,4021,538,4.5,4.5,2.53,4+,Utilities,40,4,32,1,318,0
